State,District,Mandal,Village,Parcel_ID,Parcel_Area_Acres,Survey_Number,Soil_Type,Crop_Season,Crop_Name,Irrigation_Type,pH,EC,Organic_Carbon,Nitrogen,Phosphorus,Potassium,Zinc,Iron,Copper,Boron,Sample_Date,Soil_Healthy_%,Soil_Unhealthy_%,Farmer_Name
Andhra Pradesh,NTR,Mylavaram,T.Gannavaram,AND-NTR-002586,9.56,AP-002586,Loamy,Zaid,Sugarcane,Rainfed,6.66,2.64,1.38,344,67,388,2.95,11.61,0.58,1.0,2025-01-25,81.87,18.13,Sai Konidela
Andhra Pradesh,NTR,Chandarlapadu,Thotaravulapadu,AND-NTR-002597,4.44,AP-002597,Clay Loam,Zaid,Bajra (Pearl Millet),Sprinkler,8.5,2.42,0.86,442,7,490,1.37,8.52,0.71,1.36,2024-09-01,64.8,35.2,Kiran Konidela
Andhra Pradesh,NTR,Vijayawada (Urban),PAYIKAPURAM,AND-NTR-002607,1.18,AP-002607,Sandy,Rabi,Jowar (Sorghum),Rainfed,8.63,0.14,0.27,353,45,400,3.32,9.74,1.1,0.78,2024-11-26,53.93,46.07,Ravi Uppalapati
Andhra Pradesh,NTR,Gampalagudem,Narikampadu,AND-NTR-002636,10.16,AP-002636,Clay,Rabi,Bengal Gram (Chickpea),Drip,5.18,1.73,0.9,435,35,183,2.0,9.08,0.33,1.49,2024-03-29,83.87,16.13,Nageswara Rao Naidu
Andhra Pradesh,NTR,Ibrahimpatnam,Jupudi,AND-NTR-002665,9.31,AP-002665,Clay Loam,Kharif,Sunflower,Drip,7.4,0.26,0.34,317,29,331,1.09,2.77,0.6,2.21,2024-08-19,81.03,18.97,Parvathi Golla
Andhra Pradesh,NTR,Vissannapet,Krishnaraopalem,AND-NTR-002746,11.83,AP-002746,Silty Loam,Zaid,Ragi (Finger Millet),Drip,5.94,1.67,0.78,314,64,478,3.01,2.47,1.3,2.1,2025-11-30,89.43,10.57,Bhavani Nimmagadda
Andhra Pradesh,NTR,Ibrahimpatnam,Kachavaram,AND-NTR-002783,14.73,AP-002783,Silty Loam,Zaid,Sunflower,Drip,6.35,0.71,0.96,236,24,444,2.63,2.25,0.53,0.16,2025-11-26,99.1,0.9,Narasimha Uppalapati
Andhra Pradesh,NTR,Mylavaram,Mylavaram,AND-NTR-002815,8.69,AP-002815,Silty Loam,Kharif,Ragi (Finger Millet),Canal,8.01,2.05,1.26,321,54,529,1.64,14.61,0.64,0.11,2025-04-27,78.97,21.03,Prasad Allu
Andhra Pradesh,NTR,Chandarlapadu,Medipalem,AND-NTR-002865,6.83,AP-002865,Loamy,Kharif,Sweet Orange,Sprinkler,6.5,2.6,1.39,270,55,385,1.04,9.54,1.55,1.5,2025-11-17,72.77,27.23,Kiran Kambhampati
Andhra Pradesh,NTR,Mylavaram,Velvadam,AND-NTR-002871,13.46,AP-002871,Clay,Kharif,Turmeric,Borewell,8.14,0.72,0.37,360,78,279,1.75,5.4,0.14,0.25,2025-08-10,94.87,5.13,Gopi Rao
Andhra Pradesh,NTR,Kanchikacherla,Vemulapalle,AND-NTR-002880,3.2,AP-002880,Loamy,Rabi,Sugarcane,Sprinkler,6.05,1.76,1.47,201,66,231,0.72,13.25,1.42,2.31,2024-08-12,60.67,39.33,Nageswara Rao Nandamuri
Andhra Pradesh,NTR,Veerullapadu,Nandaluru,AND-NTR-002889,12.26,AP-002889,Sandy Loam,Rabi,Red Gram (Pigeon Pea),Drip,6.1,0.46,1.06,340,18,217,0.82,5.05,1.88,2.28,2025-08-08,90.87,9.13,Lakshmi Nandamuri
Andhra Pradesh,NTR,A.Konduru,Madhavaram (West),AND-NTR-002950,14.03,AP-002950,Loamy,Rabi,Ragi (Finger Millet),Canal,7.68,2.44,1.46,292,66,180,0.38,7.38,1.51,0.15,2024-04-22,96.77,3.23,Satyanarayana Dasari
Andhra Pradesh,NTR,Vatsavai,Gopinenipalem,AND-NTR-002979,10.7,AP-002979,Sandy Loam,Zaid,Maize,Canal,5.41,1.48,0.44,446,10,262,3.07,7.27,1.2,2.39,2024-03-16,85.67,14.33,Appa Rao Bandi
Andhra Pradesh,NTR,Vijayawada (Urban),Vijayawada (M Corp. + OG),AND-NTR-003034,1.97,AP-003034,Clay,Rabi,Red Gram (Pigeon Pea),Rainfed,6.6,1.37,1.4,249,55,307,2.84,6.13,0.25,0.6,2025-12-05,56.57,43.43,Murali Raju
Andhra Pradesh,NTR,Nandigama,Lingalapadu,AND-NTR-003037,6.76,AP-003037,Silty Loam,Rabi,Bajra (Pearl Millet),Borewell,7.68,2.13,1.5,327,32,544,0.9,12.84,1.01,1.62,2025-05-26,72.53,27.47,Siva Kodali
Andhra Pradesh,NTR,Reddigudem,Naguluru,AND-NTR-003040,8.02,AP-003040,Sandy,Zaid,Tomato,Sprinkler,5.16,0.9,0.81,132,76,111,3.48,2.42,0.68,0.23,2024-10-04,76.73,23.27,Prakash Kambhampati
Andhra Pradesh,NTR,G.Konduru,KUNTA MUKKALA,AND-NTR-003061,4.81,AP-003061,Loamy,Kharif,Sweet Orange,Sprinkler,5.88,0.18,0.21,320,12,310,2.52,6.07,1.34,1.09,2024-10-21,66.03,33.97,Siva Chowdary
Andhra Pradesh,NTR,Chandarlapadu,Chintalapadu,AND-NTR-003089,8.95,AP-003089,Silty Loam,Rabi,Sesame (Til),Drip,7.47,1.89,0.73,169,9,396,2.92,13.98,0.94,0.76,2025-04-05,79.83,20.17,Bhavani Dasari
Andhra Pradesh,NTR,Chandarlapadu,Konayapalem,AND-NTR-003130,12.66,AP-003130,Clay,Rabi,Onion,Rainfed,5.31,2.96,0.71,290,48,544,1.45,5.95,0.8,2.13,2024-10-03,92.2,7.8,Ramesh Akkineni
Andhra Pradesh,NTR,Vissannapet,Kalagara,AND-NTR-003132,12.43,AP-003132,Silty Loam,Zaid,Coconut,Sprinkler,7.98,2.68,0.75,195,20,398,2.52,10.27,1.74,2.11,2024-06-04,91.43,8.57,Ramakrishna Kaza
Andhra Pradesh,NTR,Nandigama,Kanchela,AND-NTR-003137,11.27,AP-003137,Clay,Zaid,Chilli,Rainfed,7.85,1.67,0.6,340,62,600,3.19,3.99,1.58,1.19,2025-06-07,87.57,12.43,Parvathi Kodali
Andhra Pradesh,NTR,Gampalagudem,Narikampadu,AND-NTR-003161,6.94,AP-003161,Sandy,Rabi,Banana,Borewell,8.55,1.7,1.5,190,24,308,3.45,13.3,0.84,2.09,2024-12-06,73.13,26.87,Gopi Mekapati
Andhra Pradesh,NTR,Vijayawada (Urban),Unknown,AND-NTR-003171,10.0,AP-003171,Clay Loam,Rabi,Turmeric,Rainfed,5.91,2.34,1.48,391,67,417,3.36,6.89,1.46,0.73,2024-11-07,83.33,16.67,Krishna Rao
Andhra Pradesh,NTR,G.Konduru,Chegireddipadu,AND-NTR-003189,12.51,AP-003189,Loamy,Rabi,Sunflower,Drip,7.86,0.36,0.58,173,65,197,2.46,9.57,0.93,0.81,2024-12-13,91.7,8.3,Ravi Dasari
Andhra Pradesh,NTR,Mylavaram,Pondugula,AND-NTR-003198,13.21,AP-003198,Clay,Zaid,Sweet Orange,Rainfed,5.59,1.46,0.22,397,79,254,1.9,3.56,0.37,0.93,2024-11-09,94.03,5.97,Venkata Akkineni
Andhra Pradesh,NTR,Penuganchiprolu,Anigandlapadu,AND-NTR-003219,10.92,AP-003219,Loamy,Kharif,Jowar (Sorghum),Canal,8.47,1.47,0.88,306,6,238,1.89,6.03,1.99,1.23,2024-09-01,86.4,13.6,Nageswara Rao Kothapalli
Andhra Pradesh,NTR,Chandarlapadu,Thurlapadu,AND-NTR-003248,6.47,AP-003248,Sandy Loam,Rabi,Sunflower,Rainfed,6.85,2.32,0.88,359,79,480,2.19,2.11,1.56,1.34,2024-05-03,71.57,28.43,Suresh Kothapalli
Andhra Pradesh,NTR,Gampalagudem,Vinagadapa,AND-NTR-003296,1.47,AP-003296,Clay Loam,Zaid,Jowar (Sorghum),Rainfed,6.27,2.8,0.83,434,62,197,0.44,7.88,0.11,1.05,2025-03-15,54.9,45.1,Ramakrishna Pothineni
Andhra Pradesh,NTR,Mylavaram,Tholukodu,AND-NTR-003312,10.02,AP-003312,Loamy,Kharif,Sugarcane,Rainfed,6.66,1.54,1.2,200,49,373,1.98,10.28,1.76,0.41,2025-11-13,83.4,16.6,Venkata Kaza
Andhra Pradesh,NTR,Nandigama,Damuluru,AND-NTR-003376,11.78,AP-003376,Sandy,Zaid,Green Gram (Moong),Drip,8.44,2.12,0.65,243,58,240,2.49,9.98,0.46,1.64,2025-08-03,89.27,10.73,Venkatesh Naidu
Andhra Pradesh,NTR,Vijayawada (Urban),Unknown,AND-NTR-003404,5.24,AP-003404,Silty Loam,Kharif,Onion,Sprinkler,5.37,1.13,0.95,128,76,264,2.42,12.29,0.83,2.09,2025-12-12,67.47,32.53,Narasimha Vemula
Andhra Pradesh,NTR,Vatsavai,Vatsavai,AND-NTR-003449,9.1,AP-003449,Clay Loam,Rabi,Tomato,Rainfed,6.88,0.28,0.23,427,32,157,2.08,12.97,0.86,1.1,2024-03-28,80.33,19.67,Satyanarayana Daggubati
Andhra Pradesh,NTR,Tiruvuru,Akkapalem,AND-NTR-003471,0.78,AP-003471,Loamy,Kharif,Sesame (Til),Rainfed,8.67,2.26,1.41,446,76,97,3.05,5.91,1.23,0.2,2025-01-02,52.6,47.4,Sai Chowdary
Andhra Pradesh,NTR,Tiruvuru,Rolupadi,AND-NTR-003492,9.3,AP-003492,Sandy,Rabi,Maize,Drip,8.36,0.91,0.28,108,6,198,0.57,2.86,0.91,2.1,2025-01-16,81.0,19.0,Srinivas Bandi
Andhra Pradesh,NTR,Tiruvuru,Akkapalem,AND-NTR-003537,4.22,AP-003537,Sandy,Zaid,Maize,Borewell,7.95,1.24,1.32,196,28,533,1.04,3.26,1.44,1.05,2024-12-22,64.07,35.93,Prasad Reddy
Andhra Pradesh,NTR,Ibrahimpatnam,Elaprolu,AND-NTR-003543,2.63,AP-003543,Silty Loam,Rabi,Paddy (Rice),Canal,7.8,0.67,1.08,179,42,186,3.01,4.02,0.48,1.29,2024-10-23,58.77,41.23,Nageswara Rao Uppalapati
Andhra Pradesh,NTR,Reddigudem,Maddulaparva,AND-NTR-003548,7.53,AP-003548,Loamy,Kharif,Sesame (Til),Drip,5.99,1.92,1.11,233,32,328,3.29,10.24,1.9,0.5,2025-01-24,75.1,24.9,Parvathi Daggubati
Andhra Pradesh,NTR,Vijayawada (Rural),Vemavaram,AND-NTR-003553,8.92,AP-003553,Clay Loam,Rabi,Jowar (Sorghum),Rainfed,5.48,2.13,0.83,313,52,325,2.86,4.26,0.96,1.37,2025-12-11,79.73,20.27,Srinu Ghattamaneni
Andhra Pradesh,NTR,Kanchikacherla,Munnaluru,AND-NTR-003601,2.55,AP-003601,Loamy,Kharif,Bajra (Pearl Millet),Sprinkler,5.3,2.69,0.75,207,59,106,2.06,9.93,0.28,2.19,2025-04-13,58.5,41.5,Ramesh Kothapalli
Andhra Pradesh,NTR,Veerullapadu,Jujjuru,AND-NTR-003642,13.67,AP-003642,Silty Loam,Kharif,Sugarcane,Rainfed,8.69,2.47,0.32,379,39,454,1.86,13.26,0.53,0.21,2025-10-20,95.57,4.43,Subba Rao Kothapalli
Andhra Pradesh,NTR,Chandarlapadu,Kodavatikallu,AND-NTR-003650,14.99,AP-003650,Silty Loam,Zaid,Sesame (Til),Borewell,5.7,0.37,1.2,427,45,366,2.88,5.32,0.28,0.15,2024-12-17,99.97,0.03,Srinivas Reddy
Andhra Pradesh,NTR,Reddigudem,Patha Naguluru,AND-NTR-003693,11.74,AP-003693,Clay Loam,Kharif,Green Gram (Moong),Borewell,8.52,2.22,0.21,443,21,434,2.64,14.25,1.23,2.17,2024-08-08,89.13,10.87,Nageswara Rao Yarlagadda
Andhra Pradesh,NTR,Kanchikacherla,Gottumukkala,AND-NTR-003697,14.44,AP-003697,Sandy Loam,Rabi,Coconut,Canal,5.82,2.7,1.07,448,79,165,3.21,13.88,1.59,0.77,2024-03-11,98.13,1.87,Prakash Kaza
Andhra Pradesh,NTR,Nandigama,Konduru,AND-NTR-003703,5.1,AP-003703,Loamy,Kharif,Chilli,Sprinkler,6.4,0.45,0.62,187,23,171,1.61,6.6,0.28,1.77,2025-02-22,67.0,33.0,Narasimha Bandi
Andhra Pradesh,NTR,Kanchikacherla,Munnaluru,AND-NTR-003718,1.64,AP-003718,Clay,Zaid,Black Gram (Urad),Canal,5.77,1.27,1.13,259,80,505,2.99,14.5,0.94,1.17,2024-05-04,55.47,44.53,Srinivas Dasari
Andhra Pradesh,NTR,Tiruvuru,KOMMIREDDIPALLI,AND-NTR-003724,3.19,AP-003724,Clay,Rabi,Sugarcane,Rainfed,8.25,1.51,0.53,148,9,337,0.87,8.1,0.33,1.95,2025-09-13,60.63,39.37,Gopi Goud
Andhra Pradesh,NTR,Vissannapet,Krishnaraopalem,AND-NTR-003750,13.33,AP-003750,Silty Loam,Zaid,Onion,Sprinkler,7.17,2.01,0.75,190,23,339,1.82,7.57,0.48,1.43,2025-03-30,94.43,5.57,Saraswathi Chowdary
Andhra Pradesh,NTR,Kanchikacherla,Pendyala,AND-NTR-003773,5.49,AP-003773,Clay,Zaid,Jowar (Sorghum),Rainfed,6.05,0.48,0.77,365,79,486,0.65,9.49,1.88,0.12,2025-09-07,68.3,31.7,Lakshmi Pothineni
Andhra Pradesh,NTR,Nandigama,Magallu,AND-NTR-003784,12.48,AP-003784,Clay Loam,Rabi,Sesame (Til),Rainfed,8.72,0.82,0.89,106,31,396,1.47,12.4,1.5,0.53,2025-07-04,91.6,8.4,Siva Kothapalli
Andhra Pradesh,NTR,Nandigama,Rudravaram,AND-NTR-003795,0.97,AP-003795,Clay Loam,Zaid,Tomato,Canal,5.42,2.31,0.3,308,76,244,3.11,6.5,1.14,1.7,2024-06-28,53.23,46.77,Venkata Vemula
Andhra Pradesh,NTR,Chandarlapadu,Kodavatikallu,AND-NTR-003860,12.59,AP-003860,Sandy Loam,Zaid,Sesame (Til),Sprinkler,7.43,2.51,1.11,149,22,237,3.44,2.46,0.39,0.57,2024-05-22,91.97,8.03,Subba Rao Kodali
Andhra Pradesh,NTR,A.Konduru,Koduru,AND-NTR-003861,12.31,AP-003861,Silty Loam,Rabi,Banana,Drip,5.57,0.75,0.9,445,50,149,0.55,3.56,0.56,1.93,2024-07-28,91.03,8.97,Krishna Kothapalli
Andhra Pradesh,NTR,Veerullapadu,Jayanthi,AND-NTR-003926,0.87,AP-003926,Loamy,Zaid,Sweet Orange,Rainfed,8.08,2.98,1.01,227,50,90,1.93,7.07,1.08,1.91,2025-10-11,52.9,47.1,Babu Kaza
Andhra Pradesh,NTR,Mylavaram,Velvadam,AND-NTR-003992,3.56,AP-003992,Sandy Loam,Kharif,Sesame (Til),Canal,7.23,1.3,1.48,254,16,437,2.36,7.28,0.14,0.57,2024-07-06,61.87,38.13,Venkata Nandamuri
Andhra Pradesh,NTR,Reddigudem,Rangapuram,AND-NTR-003993,11.41,AP-003993,Sandy,Kharif,Turmeric,Borewell,6.17,1.26,0.22,328,42,348,0.89,4.33,1.63,2.13,2024-07-23,88.03,11.97,Bhavani Chowdary
Andhra Pradesh,NTR,Kanchikacherla,Pendyala,AND-NTR-004025,10.26,AP-004025,Clay,Kharif,Sesame (Til),Canal,7.37,0.43,1.41,191,30,352,0.24,6.4,1.3,0.99,2024-07-12,84.2,15.8,Ramesh Nandamuri
Andhra Pradesh,NTR,Penuganchiprolu,Sanagapadu,AND-NTR-004122,8.12,AP-004122,Clay Loam,Zaid,Banana,Rainfed,6.82,2.92,1.21,260,7,280,2.24,4.52,1.58,0.65,2024-08-07,77.07,22.93,Lakshmi Akkineni
Andhra Pradesh,NTR,Vijayawada (Urban),Unknown,AND-NTR-004192,13.16,AP-004192,Sandy Loam,Kharif,Sugarcane,Sprinkler,8.35,1.4,0.49,190,37,131,1.16,5.19,0.83,2.42,2025-12-18,93.87,6.13,Bhavani Nimmagadda
Andhra Pradesh,NTR,Vijayawada (Rural),Jakkampudi (OG),AND-NTR-004230,3.25,AP-004230,Clay,Zaid,Banana,Drip,7.56,0.88,1.26,279,39,159,2.11,9.58,1.73,1.51,2024-12-17,60.83,39.17,Saraswathi Kothapalli
Andhra Pradesh,NTR,Veerullapadu,Vellanki,AND-NTR-004252,1.4,AP-004252,Sandy,Rabi,Green Gram (Moong),Sprinkler,8.49,2.27,1.17,201,56,151,1.19,14.25,0.64,1.72,2024-08-11,54.67,45.33,Ramesh Nandamuri
Andhra Pradesh,NTR,G.Konduru,Haveli Mutyalampadu,AND-NTR-004285,8.51,AP-004285,Silty Loam,Kharif,Banana,Canal,5.4,2.09,0.21,410,16,151,0.58,5.9,1.03,1.0,2024-01-22,78.37,21.63,Srinivas Pothineni
Andhra Pradesh,NTR,Tiruvuru,CHAUTAPALLI,AND-NTR-004305,12.51,AP-004305,Sandy,Kharif,Bajra (Pearl Millet),Borewell,7.67,1.96,1.04,329,49,363,2.88,5.88,1.02,1.87,2025-03-25,91.7,8.3,Krishna Nandamuri
Andhra Pradesh,NTR,Reddigudem,Rudravaram,AND-NTR-004307,7.41,AP-004307,Loamy,Zaid,Chilli,Sprinkler,8.44,2.28,0.49,119,64,257,0.89,4.81,1.57,1.85,2024-10-06,74.7,25.3,Prasad Mekapati
Andhra Pradesh,NTR,Ibrahimpatnam,Jupudi,AND-NTR-004314,13.19,AP-004314,Clay,Zaid,Sweet Orange,Sprinkler,5.19,0.29,0.61,176,74,214,0.21,14.81,1.32,1.53,2025-06-06,93.97,6.03,Murali Dasari
Andhra Pradesh,NTR,Vijayawada (Urban),Unknown,AND-NTR-004382,1.53,AP-004382,Sandy Loam,Kharif,Ragi (Finger Millet),Borewell,6.63,2.83,0.91,237,48,485,1.63,14.58,0.22,1.94,2024-02-23,55.1,44.9,Lakshmi Pothineni
Andhra Pradesh,NTR,Nandigama,Kanchela,AND-NTR-004406,10.42,AP-004406,Loamy,Zaid,Sweet Orange,Borewell,8.56,1.9,0.21,445,80,574,2.87,3.07,1.55,0.42,2024-03-30,84.73,15.27,Prakash Akkineni
Andhra Pradesh,NTR,Nandigama,Nandigama,AND-NTR-004409,6.04,AP-004409,Clay,Rabi,Ragi (Finger Millet),Canal,7.96,0.2,1.45,287,79,142,2.75,4.08,0.53,0.29,2025-09-07,70.13,29.87,Parvathi Nimmagadda
Andhra Pradesh,NTR,Penuganchiprolu,Konakanchi,AND-NTR-004441,13.18,AP-004441,Silty Loam,Rabi,Onion,Rainfed,8.63,2.56,1.08,130,57,420,3.32,2.42,1.93,1.89,2024-04-20,93.93,6.07,Prasad Kodali
Andhra Pradesh,NTR,Penuganchiprolu,Lingagudem,AND-NTR-004444,6.29,AP-004444,Sandy,Kharif,Tomato,Sprinkler,7.99,1.54,0.95,168,18,200,3.02,4.27,1.12,0.27,2024-07-07,70.97,29.03,Venkata Allu
Andhra Pradesh,NTR,Reddigudem,Maddulaparva,AND-NTR-004461,6.34,AP-004461,Clay,Zaid,Mango,Sprinkler,6.12,2.29,1.15,318,38,201,3.26,5.88,1.5,0.97,2024-10-20,71.13,28.87,Satyanarayana Raju
Andhra Pradesh,NTR,Gampalagudem,CHINTALA NARAVA,AND-NTR-004563,13.26,AP-004563,Silty Loam,Zaid,Bajra (Pearl Millet),Rainfed,7.97,2.92,1.41,422,61,418,0.47,12.32,1.99,1.74,2024-01-08,94.2,5.8,Ramesh Mekapati
Andhra Pradesh,NTR,Gampalagudem,Kanumuru,AND-NTR-004588,2.4,AP-004588,Loamy,Rabi,Ragi (Finger Millet),Drip,6.33,1.46,0.32,132,77,419,0.45,13.45,0.11,0.75,2024-11-19,58.0,42.0,Prasad Allu
Andhra Pradesh,NTR,Gampalagudem,Arlapadu,AND-NTR-004641,14.21,AP-004641,Clay Loam,Zaid,Mango,Canal,6.35,2.26,0.23,174,55,207,2.93,2.63,0.73,1.35,2025-12-13,97.37,2.63,Gopi Yarlagadda
Andhra Pradesh,NTR,Vijayawada (Urban),Unknown,AND-NTR-004658,8.46,AP-004658,Silty Loam,Kharif,Chilli,Rainfed,6.72,2.93,1.46,189,41,277,2.43,10.57,0.21,0.39,2024-06-01,78.2,21.8,Mahesh Raju
Andhra Pradesh,NTR,Tiruvuru,Mustikuntla,AND-NTR-004660,10.95,AP-004660,Clay,Zaid,Groundnut,Sprinkler,8.2,0.42,1.42,106,67,220,0.48,13.12,1.61,1.73,2024-12-10,86.5,13.5,Bhavani Rao
Andhra Pradesh,NTR,Vatsavai,Kanneveedu,AND-NTR-004675,6.41,AP-004675,Sandy Loam,Zaid,Red Gram (Pigeon Pea),Borewell,6.18,1.93,0.79,122,63,282,0.25,9.23,1.75,1.32,2024-07-25,71.37,28.63,Siva Varma
Andhra Pradesh,NTR,Tiruvuru,Mallela,AND-NTR-004680,9.65,AP-004680,Sandy Loam,Zaid,Horse Gram,Canal,8.11,0.16,1.03,313,63,597,1.88,4.56,0.32,2.46,2025-01-02,82.17,17.83,Ramu Varma
Andhra Pradesh,NTR,Mylavaram,Ganapavaram,AND-NTR-004715,7.94,AP-004715,Silty Loam,Rabi,Jowar (Sorghum),Rainfed,7.94,0.6,1.36,265,67,397,2.24,12.66,0.52,1.38,2024-07-18,76.47,23.53,Narasimha Mekapati
Andhra Pradesh,NTR,Vijayawada (Rural),Gollapudi (OG),AND-NTR-004760,14.84,AP-004760,Silty Loam,Zaid,Bajra (Pearl Millet),Borewell,5.96,1.58,0.85,217,8,230,2.53,8.51,2.0,2.49,2024-04-06,99.47,0.53,Krishna Goud
Andhra Pradesh,NTR,Jaggayyapeta,Jaggaiahpet (M),AND-NTR-004860,13.37,AP-004860,Loamy,Kharif,Bajra (Pearl Millet),Drip,6.64,2.32,0.23,418,67,231,2.66,12.93,1.29,2.38,2024-05-28,94.57,5.43,Venkatesh Chowdary
Andhra Pradesh,NTR,Vijayawada (Rural),Jakkampudi (OG),AND-NTR-004867,5.66,AP-004867,Sandy Loam,Zaid,Tobacco,Canal,5.76,0.57,1.29,436,45,572,1.43,5.4,0.56,0.6,2025-01-27,68.87,31.13,Kiran Mekapati
Andhra Pradesh,NTR,Penuganchiprolu,Mundlapadu,AND-NTR-004869,9.15,AP-004869,Loamy,Kharif,Mango,Drip,6.63,0.72,1.48,172,21,313,2.92,13.81,0.35,1.1,2024-08-01,80.5,19.5,Prasad Mekapati
Andhra Pradesh,NTR,Vijayawada (Urban),Unknown,AND-NTR-004906,2.84,AP-004906,Clay,Kharif,Red Gram (Pigeon Pea),Rainfed,8.44,0.9,1.29,139,21,294,1.97,11.05,1.85,0.75,2024-11-13,59.47,40.53,Ramakrishna Nimmagadda
Andhra Pradesh,NTR,Kanchikacherla,Seri Amaravaram,AND-NTR-004912,8.53,AP-004912,Sandy Loam,Rabi,Sweet Orange,Rainfed,8.53,0.85,0.47,147,59,176,2.96,9.02,1.22,0.37,2024-11-21,78.43,21.57,Appa Rao Pothineni
Andhra Pradesh,NTR,Ibrahimpatnam,Damuluru,AND-NTR-004981,14.67,AP-004981,Silty Loam,Rabi,Green Gram (Moong),Borewell,5.1,1.46,0.24,216,5,246,1.11,8.29,1.01,1.69,2024-02-26,98.9,1.1,Murali Raju
Andhra Pradesh,NTR,Ibrahimpatnam,Damuluru,AND-NTR-004989,11.1,AP-004989,Loamy,Zaid,Sweet Orange,Borewell,8.07,0.53,1.09,242,14,173,1.76,3.54,0.77,0.56,2025-10-01,87.0,13.0,Subba Rao Kambhampati
Andhra Pradesh,NTR,A.Konduru,A.Konduru,AND-NTR-004990,11.66,AP-004990,Sandy Loam,Rabi,Tobacco,Sprinkler,8.02,2.84,1.22,153,48,215,0.54,11.03,1.73,2.31,2025-05-17,88.87,11.13,Mahesh Yarlagadda
Andhra Pradesh,NTR,Gampalagudem,Gullapudi,AND-NTR-005057,6.85,AP-005057,Silty Loam,Rabi,Coconut,Rainfed,5.41,2.14,1.14,327,29,474,1.52,2.67,1.94,1.65,2025-01-14,72.83,27.17,Parvathi Golla
Andhra Pradesh,NTR,Penuganchiprolu,Sanagapadu,AND-NTR-005071,8.52,AP-005071,Sandy Loam,Zaid,Sugarcane,Drip,6.63,0.13,0.55,155,80,180,2.63,9.73,0.99,1.99,2024-04-26,78.4,21.6,Appa Rao Akkineni
Andhra Pradesh,NTR,Mylavaram,T.Gannavaram,AND-NTR-005083,12.64,AP-005083,Sandy,Rabi,Red Gram (Pigeon Pea),Borewell,5.62,2.16,1.01,156,6,557,1.21,6.56,1.88,1.07,2024-11-06,92.13,7.87,Siva Reddy
Andhra Pradesh,NTR,A.Konduru,Gollamandala,AND-NTR-005142,2.33,AP-005142,Clay,Kharif,Black Gram (Urad),Drip,6.64,2.11,0.51,274,37,128,0.47,9.32,1.49,0.61,2024-07-04,57.77,42.23,Murali Yarlagadda
Andhra Pradesh,NTR,G.Konduru,Kavuluru,AND-NTR-005151,4.99,AP-005151,Sandy Loam,Zaid,Turmeric,Sprinkler,5.32,2.06,0.49,395,47,309,2.97,14.16,1.42,2.05,2024-10-25,66.63,33.37,Suresh Goud
Andhra Pradesh,NTR,Penuganchiprolu,Anigandlapadu,AND-NTR-005185,11.4,AP-005185,Loamy,Rabi,Cotton,Borewell,5.35,1.27,0.3,231,78,307,2.31,9.93,0.76,0.49,2025-11-26,88.0,12.0,Siva Goud
Andhra Pradesh,NTR,Gampalagudem,Dundiralapadu,AND-NTR-005189,14.1,AP-005189,Sandy Loam,Rabi,Tomato,Borewell,7.16,2.29,0.79,188,52,386,0.35,8.41,1.5,1.39,2025-02-24,97.0,3.0,Saraswathi Kambhampati
Andhra Pradesh,NTR,Veerullapadu,Gokarajupalle,AND-NTR-005207,12.13,AP-005207,Loamy,Kharif,Sunflower,Rainfed,6.24,1.57,1.18,233,6,453,2.46,3.25,1.44,0.54,2025-01-03,90.43,9.57,Lakshmi Nandamuri
Andhra Pradesh,NTR,Ibrahimpatnam,Kondapalle (CT),AND-NTR-005224,5.64,AP-005224,Sandy,Rabi,Horse Gram,Borewell,8.37,1.4,0.65,329,55,526,2.76,13.97,0.57,2.16,2024-03-06,68.8,31.2,Nageswara Rao Kambhampati
Andhra Pradesh,NTR,Vatsavai,Dechupalem,AND-NTR-005292,3.17,AP-005292,Clay,Zaid,Maize,Drip,8.76,1.21,0.33,345,70,125,1.13,11.89,1.12,0.31,2024-07-29,60.57,39.43,Srinivas Rao
Andhra Pradesh,NTR,Gampalagudem,Meduru,AND-NTR-005297,7.28,AP-005297,Clay Loam,Kharif,Tomato,Rainfed,5.59,2.34,0.39,207,75,249,0.8,6.86,0.97,0.88,2024-02-06,74.27,25.73,Ramakrishna Raju
Andhra Pradesh,NTR,G.Konduru,Chevuturu,AND-NTR-005366,14.86,AP-005366,Sandy,Rabi,Banana,Rainfed,8.76,2.27,0.61,188,58,417,3.12,8.42,0.89,2.38,2024-12-28,99.53,0.47,Appa Rao Kambhampati
Andhra Pradesh,NTR,Ibrahimpatnam,Kotikalapudi,AND-NTR-005367,9.36,AP-005367,Silty Loam,Zaid,Sesame (Til),Borewell,5.65,2.53,0.32,338,74,297,3.2,3.15,0.39,2.39,2025-03-31,81.2,18.8,Gopi Ghattamaneni
Andhra Pradesh,NTR,Veerullapadu,Jayanthi,AND-NTR-005374,11.84,AP-005374,Sandy Loam,Rabi,Red Gram (Pigeon Pea),Drip,5.91,2.61,1.02,448,52,523,0.98,9.26,1.94,1.67,2024-07-17,89.47,10.53,Suresh Rao
Andhra Pradesh,NTR,Vijayawada (Urban),Unknown,AND-NTR-005380,3.96,AP-005380,Sandy,Rabi,Mango,Canal,8.71,1.62,0.79,275,24,357,3.12,4.1,0.32,0.8,2025-04-30,63.2,36.8,Srinivas Rao
